invoice_no,vendor_name,job_no,job_description,project_manager_name,invoice_date,transaction_date,invoice_amount,amount_paid,total_due,retainage_amount,open_for_aging,days_outstanding,aging_bucket,original_retainage_amount
6909JUL,"Stockham Construction, Inc.",4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-07-15,2025-07-15,57258.0,51532.2,5725.800000000003,5725.8,5725.800000000003,177,90+,5725.8
6909MAY,"Stockham Construction, Inc.",4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-05-15,2025-05-15,114606.0,103145.4,11460.600000000006,11460.6,11460.600000000006,238,90+,11460.6
692163-1,"Pullman SST, Inc.",4556.0,LPCH W.GarageSeismicEvaluation,Kathy Roth,2025-11-24,2025-11-24,25275.0,22747.5,2527.5,2527.5,2527.5,45,31-60,2527.5
696112,CoPower One,1.0,CA Overhead / Office Admin,G&A,2017-10-09,2017-10-09,1719.0,6876.0,-5157.0,0.0,0.0,3013,90+,0.0
6978,"Elevation Door & Glazing, Inc.",3505.0,MMH ED & Radiology Remodel,Rodney Terra,2025-06-19,2025-06-19,1463.75,1317.37,146.3800000000001,146.38,146.3800000000001,203,90+,146.38
70,Construction Strategies LLC,,,,2025-02-28,2025-02-28,8728.5,0.0,8728.5,0.0,8728.5,314,90+,0.0
7014,"KT Mechanical, Inc.",1496.0,DH Lab Draw,Rodney Terra,2018-11-16,2018-11-16,1870.9,1870.8999999999999,2.2737367544323206e-13,3.126388037344441e-13,2.2737367544323206e-13,2610,90+,187.09
703098,CoPower One,1.0,CA Overhead / Office Admin,G&A,2017-11-08,2017-11-08,1627.0,6508.0,-4881.0,0.0,0.0,2983,90+,0.0
70665,Borges Security Systems,,,,2026-01-01,2026-01-01,408.0,0.0,408.0,0.0,408.0,7,0-30,0.0
71,Construction Strategies LLC,,,,2025-03-31,2025-03-31,8437.5,0.0,8437.5,0.0,8437.5,283,90+,0.0
710024,CoPower One,1.0,CA Overhead / Office Admin,G&A,2017-12-08,2017-12-08,1712.0,6848.0,-5136.0,0.0,0.0,2953,90+,0.0
7115431,Amazon.com,5245.0,ECH MV#750870 Main Nutrition S,Doris Quai Hoi,2026-01-05,2026-01-05,364.28,0.0,364.28,0.0,364.28,3,0-30,0.0
716073,Meals and Entertainment,,,,2025-12-19,2025-12-19,12.9,0.0,12.9,0.0,12.9,20,0-30,0.0
7162015,ClassicPlan Premium Financing,,,,2015-07-16,2015-07-16,3769.63,7539.26,-3769.63,0.0,0.0,3829,90+,0.0
716991,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-01-09,2018-01-09,1896.0,7584.0,-5688.0,0.0,0.0,2921,90+,0.0
72,Construction Strategies LLC,,,,2025-04-30,2025-04-30,8634.0,0.0,8634.0,0.0,8634.0,253,90+,0.0
720,RC Group Medical Interiors,4311.0,SMSC OR Flr & Cabinet Replacem,Rodney Terra,2025-10-16,2025-10-16,4372.5,3935.25,437.25,437.25,437.25,84,61-90,437.25
724204,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-02-08,2018-02-08,2091.0,8364.0,-6273.0,0.0,0.0,2891,90+,0.0
724204a,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-02-08,2018-02-08,2091.0,8364.0,-6273.0,0.0,0.0,2891,90+,0.0
724204rev,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-02-08,2018-02-08,-2091.0,-8364.0,6273.0,0.0,6273.0,2891,90+,0.0
7275,"Comtel Systems Technology, Inc",4164.0,SH 795 Locker Rms Convert Exam,Jennifer Angelo,2025-11-30,2025-11-30,2661.0,0.0,2661.0,266.1,2661.0,39,31-60,266.1
7281011,Amazon.com,,,,2019-09-13,2019-09-13,43.01,86.02,-43.01,0.0,0.0,2309,90+,0.0
73,Construction Strategies LLC,,,,2025-05-31,2025-05-31,11337.0,0.0,11337.0,0.0,11337.0,222,90+,0.0
731272,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-03-08,2018-03-08,1889.0,7556.0,-5667.0,0.0,0.0,2863,90+,0.0
7320,"Elevation Door & Glazing, Inc.",3505.0,MMH ED & Radiology Remodel,Rodney Terra,2025-11-04,2025-11-04,7079.09,0.0,7079.09,707.91,7079.09,65,61-90,707.91
738318,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-04-09,2018-04-09,2099.0,8396.0,-6297.0,0.0,0.0,2831,90+,0.0
74,Construction Strategies LLC,,,,2025-06-30,2025-06-30,10894.0,0.0,10894.0,0.0,10894.0,192,90+,0.0
7402-P1,NELCO Worldwide,2720.0,SVMH RAD / FLUORO Room 3,Pedro Becerra,2020-10-20,2020-10-20,4633.6,4633.599999999999,9.094947017729282e-13,1.2505552149377763e-12,9.094947017729282e-13,1906,90+,463.36
74198,Acrisure Partners West Coast,,,,2025-09-03,2025-09-03,142402.01,427206.02999999997,-284804.01999999996,0.0,0.0,127,90+,0.0
74449,Conklin Bros,2720.0,SVMH RAD / FLUORO Room 3,Pedro Becerra,2021-01-18,2021-01-18,20412.74,20412.739999999998,3.637978807091713e-12,4.206412995699793e-12,3.637978807091713e-12,1816,90+,1020.64
744942,MISCELLANEOUS VENDOR,2743.0,ECHMV Willow Pavilion Mech Upg,Kathy Roth,2020-08-04,2020-08-04,121.0,242.0,-121.0,0.0,0.0,1983,90+,0.0
745490,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-05-10,2018-05-10,2017.0,8068.0,-6051.0,0.0,0.0,2800,90+,0.0
7458,"Elevation Door & Glazing, Inc.",3505.0,MMH ED & Radiology Remodel,Rodney Terra,2025-12-18,2025-12-18,175.0,0.0,175.0,0.0,175.0,21,0-30,0.0
745899010,Mutual of Omaha,1.0,CA Overhead / Office Admin,G&A,2018-06-19,2018-06-19,999.87,2999.61,-1999.7400000000002,0.0,0.0,2760,90+,0.0
74795,Unistrut International Corp.,3505.0,MMH ED & Radiology Remodel,Rodney Terra,2024-03-20,2024-03-20,31468.0,28321.0,3147.0,3147.0,3147.0,659,90+,3147.0
7486,"Comtel Systems Technology, Inc",4052.0,SH 2581 Sam ENT Relocation,Jennifer Angelo,2025-12-16,2025-12-16,1715.0,0.0,1715.0,0.0,1715.0,23,0-30,0.0
7487,"Comtel Systems Technology, Inc",4052.0,SH 2581 Sam ENT Relocation,Jennifer Angelo,2025-12-16,2025-12-16,2484.0,0.0,2484.0,0.0,2484.0,23,0-30,0.0
75,Construction Strategies LLC,,,,2025-07-19,2025-01-01,191278.35,0.0,191278.35,0.0,191278.35,372,90+,0.0
750,RC Group Medical Interiors,4311.0,SMSC OR Flr & Cabinet Replacem,Rodney Terra,2025-12-16,2025-12-16,4677.25,0.0,4677.25,467.73,4677.25,23,0-30,467.73
750420-1,One Workplace L Ferrari LLC,4529.0,Art Sculpture at 770Welch Bldg,Kathy Roth,2025-05-21,2025-05-21,65087.51,65087.509999999995,7.275957614183426e-12,0.0,7.275957614183426e-12,232,90+,0.0
7519,"C&S Flooring Systems, Inc.",,,,2022-01-26,2022-01-26,8162.0,16324.0,-8162.0,0.0,0.0,1443,90+,0.0
759518,Mutual of Omaha,,,,2022-11-22,2022-11-22,1238.79,3716.3700000000003,-2477.5800000000004,0.0,0.0,1143,90+,0.0
759562,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-07-09,2018-07-09,1978.0,7912.0,-5934.0,0.0,0.0,2740,90+,0.0
76,Construction Strategies LLC,,,,2025-07-31,2025-07-31,11623.5,0.0,11623.5,0.0,11623.5,161,90+,0.0
7612425,Home Depot Credit Services,5211.0,ECH MOB Concrete Base Reconstr,Doris Quai Hoi,2025-12-20,2025-12-20,108.47,0.0,108.47,0.0,108.47,19,0-30,0.0
766656,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-08-08,2018-08-08,1978.0,7912.0,-5934.0,0.0,0.0,2710,90+,0.0
77,Construction Strategies LLC,,,,2025-08-30,2025-08-30,9445.5,0.0,9445.5,0.0,9445.5,131,90+,0.0
7710,"Bay Print Solutions, Inc.",,,,2019-07-29,2019-07-29,722.42,1444.8400000000001,-722.4200000000002,0.0,0.0,2355,90+,0.0
772209407430,Brian Kincaid,,,,2026-01-04,2026-01-04,127.06,0.0,127.06,0.0,127.06,4,0-30,0.0
7735469,Amazon.com,,,,2025-12-16,2025-12-16,25.3,25.299999999999997,3.552713678800501e-15,0.0,3.552713678800501e-15,23,0-30,0.0
773843,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-09-10,2018-09-10,1978.0,7912.0,-5934.0,0.0,0.0,2677,90+,0.0
77391-3,Thermal Mechanical,1193.0,1425 IMOB Make Ready Prep,Michael Fernandes,2016-05-27,2016-05-27,87174.64,87174.63999999998,1.4551915228366852e-11,7.275957614183426e-12,1.4551915228366852e-11,3513,90+,8717.46
77537-5R,Thermal Mechanical,2603.0,OCH SPD/2412 Remodel,Kathy Roth,2021-03-16,2021-03-16,93700.0,187400.0,-93700.0,0.0,0.0,1759,90+,9370.0
7757098088,Franchise Tax Board,,,,2024-08-15,2024-08-15,53450.0,106900.0,-53450.0,0.0,0.0,511,90+,0.0
77616-1,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2022-08-15,2022-08-15,8500.0,7650.0,850.0,850.0,850.0,1242,90+,850.0
77616-2,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2022-09-13,2022-09-13,24500.0,22050.0,2450.0,2450.0,2450.0,1213,90+,2450.0
77616-3,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2023-09-15,2023-09-15,27000.0,24300.0,2700.0,2700.0,2700.0,846,90+,2700.0
77616-4,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-01-16,2024-01-16,6152.0,5536.8,615.1999999999998,615.2,615.1999999999998,723,90+,615.2
77616-5,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-02-14,2024-02-14,24069.0,21662.1,2406.9000000000015,2406.9,2406.9000000000015,694,90+,2406.9
77616-6,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-07-16,2024-07-16,19541.0,17586.9,1954.0999999999985,1954.1,1954.0999999999985,541,90+,1954.1
77616-7,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-08-14,2024-08-14,17848.0,16063.2,1784.7999999999993,1784.8,1784.7999999999993,512,90+,1784.8
77616-8,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-09-16,2024-09-16,44575.0,40117.5,4457.5,4457.5,4457.5,479,90+,4457.5
77616-9,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-07-16,2025-07-16,4719.0,4247.1,471.89999999999964,471.9,471.89999999999964,176,90+,471.9
77758,Unistrut International Corp.,3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-08-19,2025-08-19,26351.0,23715.9,2635.0999999999985,2635.1,2635.0999999999985,142,90+,2635.1
77883,Unistrut International Corp.,3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-09-12,2025-09-12,8784.0,7905.6,878.3999999999996,878.4,878.3999999999996,118,90+,878.4
78,Construction Strategies LLC,,,,2025-09-30,2025-09-30,7974.0,0.0,7974.0,0.0,7974.0,100,90+,0.0
780943,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-10-09,2018-10-09,1814.0,7256.0,-5442.0,0.0,0.0,2648,90+,0.0
782610998,Mutual of Omaha,1.0,CA Overhead / Office Admin,G&A,2018-10-01,2018-10-01,884.96,2654.8799999999997,-1769.9199999999996,0.0,0.0,2656,90+,0.0
7863,"KT Mechanical, Inc.",1518.0,DH Dietary Remodel,Rodney Terra,2019-12-23,2019-12-23,26795.35,26795.350000000002,-3.637978807091713e-12,0.0,0.0,2208,90+,2679.54
7865,"KT Mechanical, Inc.",1613.0,AHU-5 Upsize,Rodney Terra,2019-12-23,2019-12-23,12454.3,12454.300000000001,-1.8189894035458565e-12,0.0,0.0,2208,90+,1245.43
788016,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-12-01,2018-12-01,1896.0,7584.0,-5688.0,0.0,0.0,2595,90+,0.0
79,Construction Strategies LLC,,,,2025-10-31,2025-10-31,8787.0,0.0,8787.0,0.0,8787.0,69,61-90,0.0
794998,CoPower One,1.0,CA Overhead / Office Admin,G&A,2018-12-10,2018-12-10,1896.0,7584.0,-5688.0,0.0,0.0,2586,90+,0.0
799937933,Mutual of Omaha,1.0,CA Overhead / Office Admin,G&A,2018-11-01,2018-11-01,853.69,2561.07,-1707.38,0.0,0.0,2625,90+,0.0
7X3KQBPF2ZHL,Dropbox Inc.,,,,2022-08-03,2022-08-03,0.0,-119.88,119.88,0.0,119.88,1254,90+,0.0
8,"Cable Solutions, LLC",3168.0,AZ GEN Hospitals IT Refresh,Pedro Becerra,2022-05-20,2022-05-20,14166.99,14166.990000000002,-1.8189894035458565e-12,0.0,0.0,1329,90+,1416.7
8.08052025,"Cosco Fire Protection, Inc.",4107.0,SJMC IT Infrastructure Refresh,Daniel Acosta,2025-08-05,2025-08-05,33236.25,29912.62,3323.630000000001,3323.63,3323.630000000001,156,90+,3323.63
80,Construction Strategies LLC,,,,2025-11-28,2025-11-28,6703.5,0.0,6703.5,0.0,6703.5,41,31-60,0.0
802040,CoPower One,1.0,CA Overhead / Office Admin,G&A,2019-01-08,2019-01-08,1768.0,7072.0,-5304.0,0.0,0.0,2557,90+,0.0
803601,Mutual of Omaha,,,,2022-12-29,2022-12-29,1142.25,3426.75,-2284.5,0.0,0.0,1106,90+,0.0
804-00000898,"Kelly-Moore Paint Company, Inc",2120.0,4000 Dublin Ste 305 Pediatrics,Josh Angelo,2020-07-01,2020-07-03,41.26,82.52,-41.26,0.0,0.0,2015,90+,0.0
80588214,ARCO Business Solutions,,,,2019-05-06,2019-05-06,1050.39,11554.289999999999,-10503.9,0.0,0.0,2439,90+,0.0
809136,CoPower One,1.0,CA Overhead / Office Admin,G&A,2019-02-08,2019-03-01,1768.0,7072.0,-5304.0,0.0,0.0,2505,90+,0.0
81,Construction Strategies LLC,,,,2025-12-31,2025-12-31,9550.5,0.0,9550.5,0.0,9550.5,8,0-30,0.0
814789158,Mutual of Omaha,1.0,CA Overhead / Office Admin,G&A,2018-12-01,2018-12-01,875.72,2627.1600000000003,-1751.4400000000003,0.0,0.0,2595,90+,0.0
815194,Rotten Robbie,,,,2025-12-10,2025-12-10,30.33,0.0,30.33,0.0,30.33,29,0-30,0.0
81712319,Travel costs,3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-12-13,2025-12-13,333.32,0.0,333.32,0.0,333.32,26,0-30,0.0
818304,Rotten Robbie,,,,2025-12-11,2025-12-11,28.84,0.0,28.84,0.0,28.84,28,0-30,0.0
8210credit,"C&S Flooring Systems, Inc.",3473.0,MMH- 809 Broadway Peds OSHPD-3,Pedro Becerra,2023-02-14,2023-02-14,0.0,-2448.5,2448.5,0.0,2448.5,1059,90+,0.0
8223250,Mark Fangonilo,1009.0,BHU Room 403 Demo,Rodney Terra,2015-03-27,2015-03-27,16.35,0.0,16.35,0.0,16.35,3940,90+,0.0
823563,CoPower One,1.0,CA Overhead / Office Admin,G&A,2019-04-30,2019-04-30,1768.0,7072.0,-5304.0,0.0,0.0,2445,90+,0.0
824465,ARCO Business Solutions,,,,2025-12-07,2025-12-07,52.9,0.0,52.9,0.0,52.9,32,31-60,0.0
8277,"KT Mechanical, Inc.",2824.0,DH Radiology Damper,Lisa Dang,2020-08-28,2020-08-28,2064.0,4128.0,-2064.0,0.0,0.0,1959,90+,0.0
830686,CoPower One,,,,2019-05-08,2019-05-08,1860.0,7440.0,-5580.0,0.0,0.0,2437,90+,0.0
831291242,Mutual of Omaha,1.0,CA Overhead / Office Admin,G&A,2018-12-31,2018-12-31,875.72,2627.1600000000003,-1751.4400000000003,0.0,0.0,2565,90+,0.0
833979,John Wolsfeld,5071.0,GSH Lab Analyzers Replacement,Doris Quai Hoi,2025-12-16,2025-12-16,82.5,165.0,-82.5,0.0,0.0,23,0-30,0.0
8360-3,Sherwin-Williams,3906.0,RMC OR Buzz Monitor Mount Inst,Daniel Acosta,2023-05-12,2023-05-12,0.0,-73.76,73.76,0.0,73.76,972,90+,0.0
83624,Pete King Construction Company,4485.0,Dignity Mercy Gilbert IT Refrs,Pedro Becerra,2025-01-17,2025-01-17,9875.0,8887.5,987.5,987.5,987.5,356,90+,987.5
83680,"Cupertino Electric, Inc.",3306.0,SHC ERCP Rms 4 & 5 Upgrade,Kathy Roth,2022-04-13,2022-04-13,56820.9,56820.899999999994,7.275957614183426e-12,3.637978807091713e-12,7.275957614183426e-12,1366,90+,5682.09
837430,MISCELLANEOUS VENDOR,,,,2020-12-03,2020-12-03,34317.4,68634.8,-34317.4,0.0,0.0,1862,90+,0.0
837744,CoPower One,,,,2019-06-10,2019-06-10,1814.0,7256.0,-5442.0,0.0,0.0,2404,90+,0.0
84031,Pete King Construction Company,4485.0,Dignity Mercy Gilbert IT Refrs,Pedro Becerra,2025-04-25,2025-04-25,390.0,351.0,39.0,39.0,39.0,258,90+,39.0
8443,"Bay Print Solutions, Inc.",,,,2019-08-28,2019-08-28,422.4,844.8,-422.4,0.0,0.0,2325,90+,0.0
844666,CoPower One,,,,2019-08-01,2019-08-01,1814.0,7256.0,-5442.0,0.0,0.0,2352,90+,0.0
844861,Rotten Robbie,,,,2025-12-20,2025-12-20,37.32,0.0,37.32,0.0,37.32,19,0-30,0.0
849653,Rotten Robbie,,,,2025-12-04,2025-12-04,137.2,0.0,137.2,0.0,137.2,35,31-60,0.0
851641,CoPower One,,,,2019-08-08,2019-09-01,1991.0,7964.0,-5973.0,0.0,0.0,2321,90+,0.0
8548,"KT Mechanical, Inc.",1518.0,DH Dietary Remodel,Rodney Terra,2020-12-18,2020-12-18,31484.16,31484.160000000003,-3.637978807091713e-12,0.0,0.0,1847,90+,3148.42
856227311,Mutual of Omaha,1.0,CA Overhead / Office Admin,G&A,2019-02-01,2019-01-31,875.72,2627.1600000000003,-1751.4400000000003,0.0,0.0,2534,90+,0.0
858504,CoPower One,,,,2019-09-09,2019-09-09,2207.0,8828.0,-6621.0,0.0,0.0,2313,90+,0.0
86016,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2022-07-18,2022-07-18,84590.1,76131.09,8459.01000000001,8459.01,8459.01000000001,1270,90+,8459.01
8619,"KT Mechanical, Inc.",1518.0,DH Dietary Remodel,Rodney Terra,2021-01-22,2021-01-22,20795.35,20795.350000000002,-3.637978807091713e-12,0.0,0.0,1812,90+,2079.54
865421,CoPower One,,,,2019-10-09,2019-10-31,1984.0,7936.0,-5952.0,0.0,0.0,2261,90+,0.0
86811,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2022-08-17,2022-08-17,11805.9,10625.31,1180.5900000000001,1180.59,1180.5900000000001,1240,90+,1180.59
872272,CoPower One,,,,2019-11-08,2019-11-08,2122.0,8488.0,-6366.0,0.0,0.0,2253,90+,0.0
87354,"Cupertino Electric, Inc.",3345.0,SLRH Joint Comm. 7 Auto Doors,Kathy Roth,2022-09-08,2022-09-08,5339.8,5339.799999999999,9.094947017729282e-13,4.547473508864641e-13,9.094947017729282e-13,1218,90+,533.98
87470,"Cupertino Electric, Inc.",3306.0,SHC ERCP Rms 4 & 5 Upgrade,Kathy Roth,2022-09-14,2022-09-14,130000.85,130000.84999999999,1.4551915228366852e-11,1.8189894035458565e-11,1.4551915228366852e-11,1212,90+,13000.09
87479,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2022-09-14,2022-09-14,5902.95,5312.65,590.3000000000002,590.3,590.3000000000002,1212,90+,590.3
878267,City of Fremont,3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-12-17,2025-12-17,660.96,0.0,660.96,0.0,660.96,22,0-30,0.0
879033,CoPower One,,,,2019-12-09,2019-12-09,1906.0,7624.0,-5718.0,0.0,0.0,2222,90+,0.0
87974,Staples,,,,2026-01-03,2026-01-03,49.16,0.0,49.16,0.0,49.16,5,0-30,0.0
8802,"KT Mechanical, Inc.",2635.0,DH East Cliff Drive Wellness C,Rodney Terra,2021-04-23,2021-04-23,6255.9,6255.900000000001,-9.094947017729282e-13,0.0,0.0,1721,90+,625.59
88103,Tractor Supply Co.,,,,2025-12-23,2025-12-23,272.37,0.0,272.37,0.0,272.37,16,0-30,0.0
881584,Ace Hardware,4880.0,MMH NPC 4D Retrofit,Rodney Terra,2025-12-17,2025-12-17,72.06,0.0,72.06,0.0,72.06,22,0-30,0.0
885830,CoPower One,,,,2020-01-08,2020-02-01,1761.0,7044.0,-5283.0,0.0,0.0,2168,90+,0.0
89.12122025,Meals and Entertainment,,,,2025-12-12,2025-12-12,27.25,0.0,27.25,0.0,27.25,27,0-30,0.0
89199,"Cupertino Electric, Inc.",3306.0,SHC ERCP Rms 4 & 5 Upgrade,Kathy Roth,2022-11-16,2022-11-16,14833.2,14833.199999999999,1.8189894035458565e-12,2.0463630789890885e-12,1.8189894035458565e-12,1149,90+,1483.32
8920,"KT Mechanical, Inc.",2635.0,DH East Cliff Drive Wellness C,Rodney Terra,2021-06-29,2021-06-29,4748.9,4748.900000000001,-9.094947017729282e-13,0.0,0.0,1654,90+,474.89
892607,CoPower One,,,,2020-02-10,2020-02-10,1945.0,7780.0,-5835.0,0.0,0.0,2159,90+,0.0
89881,"Cupertino Electric, Inc.",2729.0,PAMF 795 El Camino 3 Flr X-ray,Josh Angelo,2022-12-14,2022-12-14,58231.2,58231.200000000004,-7.275957614183426e-12,0.0,0.0,1121,90+,5823.12
8999459,Amazon.com,,,,2020-08-29,2020-08-29,41.99,83.97999999999999,-41.98999999999999,0.0,0.0,1958,90+,0.0
9,Cannon & Wendt Electric Inc,3168.0,AZ GEN Hospitals IT Refresh,Pedro Becerra,2022-05-31,2022-05-31,31239.2,31239.199999999997,3.637978807091713e-12,1.8189894035458565e-12,3.637978807091713e-12,1318,90+,3123.92
9010599,"Summit Fire & Security, LLC",4582.0,SRDH Siena IT Refresh,Pedro Becerra,2025-05-22,2025-05-22,9571.85,9093.26,478.59000000000015,478.59,478.59000000000015,231,90+,478.59
9010600,"Summit Fire & Security, LLC",4581.0,SRDH San Martin IT Refresh,Pedro Becerra,2025-05-22,2025-05-22,9891.0,9396.45,494.5499999999993,494.55,494.5499999999993,231,90+,494.55
9025331491,"Williams Scotsman, Inc.",4107.0,SJMC IT Infrastructure Refresh,Daniel Acosta,2026-01-04,2026-01-04,824.04,0.0,824.04,0.0,824.04,4,0-30,0.0
90722,"Cupertino Electric, Inc.",2729.0,PAMF 795 El Camino 3 Flr X-ray,Josh Angelo,2023-01-18,2023-01-18,14557.8,14557.800000000001,-1.8189894035458565e-12,0.0,0.0,1086,90+,1455.78
9200018613,Black Box Network Services,3687.0,LPCH 725 Welch EV Chargers,Kathy Roth,2025-11-07,2025-11-07,32868.2,0.0,32868.2,0.0,32868.2,62,61-90,0.0
9295912,National Construction Rentals,3145.0,RMC Kitchen Dish Room Flooring,Josh Angelo,2021-09-28,2021-09-28,500.0,713.76,-213.76,0.0,0.0,1563,90+,0.0
93,MISCELLANEOUS VENDOR,5071.0,GSH Lab Analyzers Replacement,Doris Quai Hoi,2025-12-12,2025-12-12,128.35,0.0,128.35,0.0,128.35,27,0-30,0.0
9332,"KT Mechanical, Inc.",3063.0,DH Cath Lab 1 Remodel,Rodney Terra,2022-01-25,2022-01-25,16307.55,16307.550000000001,-1.8189894035458565e-12,0.0,0.0,1444,90+,1630.76
934942469310,Safeway,,,,2025-12-13,2025-12-13,53.04,0.0,53.04,0.0,53.04,26,0-30,0.0
9365,"KT Mechanical, Inc.",3063.0,DH Cath Lab 1 Remodel,Rodney Terra,2022-02-10,2022-02-10,5363.9,5363.900000000001,-9.094947017729282e-13,0.0,0.0,1428,90+,536.39
94324,Thermal Mechanical,5109.0,ECH LG Drinking Water Fountain,Doris Quai Hoi,2025-11-28,2025-11-28,6547.48,0.0,6547.48,0.0,6547.48,41,31-60,0.0
9447,"Bay Print Solutions, Inc.",,,,2019-09-30,2019-09-30,486.95,973.9,-486.95,0.0,0.0,2292,90+,0.0
945465795,"Office Depot, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-07-21,2017-07-21,341.66,683.32,-341.66,0.0,0.0,3093,90+,0.0
94907615,Travel costs,3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-12-20,2025-12-20,339.01,0.0,339.01,0.0,339.01,19,0-30,0.0
94973,"Cupertino Electric, Inc.",3342.0,SLRH CT Scan Replacement,Daniel Acosta,2023-07-10,2023-07-10,83451.8,83451.79999999999,1.4551915228366852e-11,7.275957614183426e-12,1.4551915228366852e-11,913,90+,8345.18
96615,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2023-09-12,2023-09-12,23084.0,20775.6,2308.4000000000015,2308.4,2308.4000000000015,849,90+,2308.4
972036309-00,Foundation Building Materials,4956.0,DH LDR Lights Room,Rodney Terra,2025-12-01,2025-12-01,2961.85,0.0,2961.85,0.0,2961.85,38,31-60,0.0
972036411-00,Foundation Building Materials,4311.0,SMSC OR Flr & Cabinet Replacem,Rodney Terra,2025-12-01,2025-12-01,1075.37,0.0,1075.37,0.0,1075.37,38,31-60,0.0
972036932-00,Foundation Building Materials,4956.0,DH LDR Lights Room,Rodney Terra,2025-12-04,2025-12-04,90.91,0.0,90.91,0.0,90.91,35,31-60,0.0
972036933-00,Foundation Building Materials,4311.0,SMSC OR Flr & Cabinet Replacem,Rodney Terra,2025-12-04,2025-12-04,292.51,0.0,292.51,0.0,292.51,35,31-60,0.0
972037575-00,HDS White Cap Const Supply,4956.0,DH LDR Lights Room,Rodney Terra,2025-12-19,2025-12-19,737.08,0.0,737.08,0.0,737.08,20,0-30,0.0
9731548,Gas/other vehicle expense,,,,2025-12-09,2025-12-09,91.42,0.0,91.42,0.0,91.42,30,0-30,0.0
97425905490,Grainger,4107.0,SJMC IT Infrastructure Refresh,Daniel Acosta,2025-12-16,2025-12-16,75.68,0.0,75.68,0.0,75.68,23,0-30,0.0
978220,City of San Jose,1059.0,IHC 2039 Forest Ave. Suite 105,Rodney Terra,2015-10-09,2015-10-09,85860.46,85860.45999999999,1.4551915228366852e-11,0.0,1.4551915228366852e-11,3744,90+,0.0
9790,"Bond Pavement Solutions, Inc.",,,,2025-06-30,2025-06-30,5991.51,11983.02,-5991.51,0.0,0.0,192,90+,0.0
9890971008,"Ring Central, Inc.",1.0,CA Overhead / Office Admin,G&A,2019-04-15,2019-04-15,1007.99,2015.98,-1007.99,0.0,0.0,2460,90+,0.0
99361-77463-,Thermal Mechanical,1841.0,Seton Pharmacy Upgrade,Kathy Roth,2018-04-25,2018-04-25,24757.0,56597.0,-31840.0,0.0,0.0,2815,90+,2475.7
99520-1,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2022-04-14,2022-04-14,4500.0,4050.0,450.0,450.0,450.0,1365,90+,450.0
99520-10,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-03-14,2024-03-14,40066.0,36059.4,4006.5999999999985,4006.6,4006.5999999999985,665,90+,4006.6
99520-11,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-04-15,2024-04-15,24230.0,21807.0,2423.0,2423.0,2423.0,633,90+,2423.0
99520-12,Thermal Mechanical,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-05-20,2024-05-20,14750.0,13275.0,1475.0,1475.0,1475.0,598,90+,1475.0
