Job_No,Job_Description,Billed_Revenue
3802,ECHLG Med/Surg Storage Shelves,589.0
3804,DH MRI Bldg Leak Investigation,4823.0
3805,PAMF Fremont Skylight Replacem,4787.0
3806,ECHMV ED Splash Guard,1091.0
3807,ECHLG Remove ED Water Dispense,11246.0
3808,IHC 5340 Thornwood Dr Feasabil,9533.0
3811,ECHLG Misc. Work,25828.0
3813,SCU Parking Structure Infrastr,411742.0
3815,SH 301 Sunnyvale MRI Replace,280943.45
3816,ECHMV #678682 Patch and Paint,3469.0
3817,ECHMV #667500 Safe Box for Fou,4908.0
3818,ECHMV #678037 Casework Hinges,982.0
3819,ECHMV #673693 Pre-Op Bath Grab,18563.0
3820,ECHMV #670887 Infant Changing,9413.0
3821,ECHMV #670202 ED Demo Pyxis Pl,3607.0
3822,ECHMV #661906 New Main Clinica,1091.0
3823,ECHMV #668996 Replace Flooring,4403.0
3824,ECHLG Chemo Mixing Rm Safety C,4133.0
3825,ECHLG Investigation for Kitche,30404.0
3826,ECHMV Endo Seismic Strap Freez,1157.0
3827,ECHMV SPD Replace PC Brackets,13371.0
3828,DH ER Ceiling Patch,1332.0
3829,LPCH 777 Welch Bldg 3 Door Rep,4712.0
3830,LPCH West Door Replacement,37627.0
3832,DH ICU Sanitary Sewer Remediat,58285.0
3836,ECHLG Casework Modification,2117.0
3837,ECHMV 680410 Install TRX Suspe,456.0
3838,ECHMV 672389 Emesis Brackets N,3502.0
3839,SMSC Loading Dock Drywall Repa,5342.0
3842,PAMF 2850 Commercial Crossing,62334.43
3846,WO#676035 Oak CC Infusion Eyew,950.0
3847,WO#681207 Install Coat Rack,538.0
3848,LPCH 730 Welch Wet Seal,90000.0
3849,SMSC Water Softener Replacemen,159854.71
3850,ECH MV WO#679232 ED Reg.  Mod.,5638.0
3851,DH ICU Wall Patch,1500.0
3852,DH Flooring Support 1st Fl. Co,46199.0
3854,ECHMV 285 South Dr TI,808.0
3856,DH GME Program Office Space Re,237772.0
3857,IHC 1118 Meridian Fencing,19084.0
3858,IHC 1118 Meridian Stair Carpet,2288.0
3859,DH Central Supply Basement Wal,516.0
3860,DH IDF Closet Wall Guards,3913.0
3861,M&M VBI Palo Alto Concrete Pad,3000.0
3863,ECHLG SPD OR Innowave Relocati,6796.0
3864,Annex Roll Up Door Curtain,5598.0
3867,LPCH 1246 Consult Room,4669.0
3869,DH SSPD Exhaust Upgrades,21383.0
3870,ECH LG Nurse Call Upgrades,385028.7
3877,DH Radiology Flooring & Ceilin,37203.0
3878,LPCH 750 Welch Signage Repair,2476.0
3879,ECHMV Med Gas Cage Post Repair,5022.0
3880,ECHMV 2660 Solace Place Access,585.0
3881,ECHMV 205 South Dr CMU Core Dr,897.0
3882,ECHLG Lab Wall Cabinet Seismic,2272.0
3883,ECHLG Pharmacy Red Safety Box,744.0
3885,ECHLG Provide Power to Existin,10135.0
3886,ECHLG 30 Whiteboards Install,4630.0
3887,ECHLG StoreRm Repair Drywall R,4387.0
3888,PAMF Liberty Sleep Ctr Grab Ba,2659.0
3892,DH Pharmacy Filtration,387544.0
3893,DH Cafeteria Overflow Wall Pro,8246.0
3894,DH ED Virus Tent Removal,1147.0
3895,DH Cath Lab 2 Roof Leak,1223.0
3896,DH LDR Light Replacements,179146.0
3897,DH SSU Flr Replacement Support,14827.0
3898,PAMF Add'l. Sound Study,7000.0
3899,SMSC Storm Drain Investigation,15229.0
3901,GSH Lactation Rooms,334360.0
3902,ECHLG Storage Closets Repairs,8021.0
3903,DH Duct Sealing Above ORs,10963.0
3904,MMH NPC-5 Assessment,61395.0
3906,RMC OR Buzz Monitor Mount Inst,5800.0
3909,MMH 809 Broadway RO Rm Drywall,10091.0
3913,ECHLG WO#159387 Kitchen Misc P,3504.0
3914,ECHLG WO#159858 Debris Catcher,4074.0
3915,ECHLG Mother Baby Drinking Fou,13172.0
3917,SMSC PACU Nourishment Extras,23367.0
3918,Steris SPD Demolition,11300.0
3919,LPCH 770 W Roof Leak,115000.0
3923,PAMF Fremont ASC Primex Clock,4813.0
3924,ECHMV WO#679161 Install Badge,599.0
3925,ECHMV WO#682438 Install Wall P,1220.0
3927,ECHMV MBU Water Damage Repair,2660.0
3928,ECHLG Cancer Ctr Locker Repair,599.0
3929,ECHLG Drs Sleep Rms Lockers,12122.0
3930,ECHLG MBU Window Coverings,5278.0
3934,PAMF TMS 8038 Cabinet Removal,3889.96
3935,PAMF TMS 8000 Office Desk,3889.96
3936,IHC 1333 Exam 3 Window Leak,7816.0
3937,SCU Permit Fees BLD22-67164,1267.66
3938,SCU Permit Fees BLD22-65764,9642.49
3939,LPCH 770 Welch 380 recirc line,9408.0
3942,DH PACU-OR-CATH LAB Code Blue,307680.0
3943,ECHLG Remove WAPs Various Locs,10706.0
3944,ECH MV Melchor Ste. 209 TI,48229.0
3945,ECHMV Med Gas Racks Anchoring,3582.0
3946,ECHMV ED Digital Display,2664.0
3948,SMSC WR# 35093 Door Water Seal,1049.0
3949,SMSC Kitchen Floor Repair,14046.0
3950,SMSC Kitchen Montague Oven Ins,3150.0
3953,DH ICU Water Leak,28377.0
3955,Pkng Gate WO#37635 + Humid Tan,8034.0
3956,LPCH 777 Welch Bench Repair,5777.0
3957,LPCH Main Slider Door,1416.0
3958,ECH MV TI Bldg 12-2500 Hosp Dr,9381.0
3960,LPCH West Roof Ramps,11465.0
3961,LPCH West 3771 Leak,78133.61
3963,ECHLG MedSurg Tub Rm Conv to S,0.0
3964,LPCH 777 Welch B4 HVAC Access,24650.0
3965,RMC Men's Restroom Stall Doors,4720.0
3967,SMSC Sterrad 100NX Replacement,58304.0
3968,LPCH West 3514 Leak,162375.63
3971,DH Water Dispenser Anchorage,1605.0
3972,DH SPD Ceiling Damage,51408.0
3976,IHC 1333 Meridian Office 123,6200.0
3981,SMSC Main Back Hallway Refloor,157845.0
3982,code blue,7866.0
3984,ECH MV New Main 4C Finish Refr,744384.09
3985,ECH MOB 625 Lincoln Picnic Tab,2278.0
3992,PAMF Castro Valley Imaging Reg,76087.0
3994,LPCH Main Bldg S Tower R6203,5206.0
3995,SVMH CT Scanner & Nuc Med Equi,2857728.32
3996,PAMF 15720 Winchester Wall Rep,32267.0
3998,LPCH 770 Welch Recirc Line P2,27402.0
4001,LPCH Relocate Med Gas Racks,14537.0
4005,LPCH Secure Patio Furniture,30000.0
4006,ECHMV 2660 Grant Rd Shore Up B,2127.0
4008,ECHMV WO685521 Install Acrovyn,1933.0
4009,ECHMV ER Temp IC Barrier,6053.0
4010,ECH MV Grant Road - Shore Up,4936.0
4011,ECH LG Container Install,4073.0
4012,"DH AHU-5 Desiccant, ATT",4924.0
4013,PAMF 815 Bay Ave Sleep Ctr TI,44271.0
4018,SH 301 OSF Pharmacotherapy Con,83331.63
4019,Main Stairwell 3 Glass Replace,64820.0
4020,LPCH West G50 Flooring,300000.0
4021,ECH LG Trash Compactor Canopy,37855.0
4022,ECH LG Ortho Acrovyn Door Fram,10206.0
4023,ECH MV Taube Msc,1484.0
4024,ECHMV ADA Tripping Hazard Repa,1302.0
4025,ECHLG Ortho Basement Water Dmg,2611.0
4026,"2581 Samaritan Dr 3rd Flr 1"" L",3499.0
4027,PAMF 1233 Midas Way New IT,810898.0
4029,SH 4000 Dublin 3rd Fl Infusion,3705699.0
4030,ECH MOB 777 Knowles Ste 9,218710.0
4032,RMC TCU Courtyard Furniture,51256.0
4034,SMSC Radiology Flooring Replac,69320.0
4035,LPCH West L&D 2854 Shower Pan,41782.02
4037,DH Lab Small Drywall Repair,942.0
4038,LPCH Main Bollards,20000.0
4039,LPCH Main HNC Project,250000.0
4040,Scrub Sink Area: Second Phase,5127.0
4041,LPCH Light Poles,3658.44
4042,LPCH - G858 Leak,36060.05
4043,ECHMOB 320 Dardanelli Ste 22,196467.0
4044,LPCH Metro Cart Install,5563.0
4045,ECH LG Misc. Work Frm 3811,61985.0
4046,LGWinchester-Med Prep 123 Mods,39645.22
4050,ECH LG L&D Rm 1027 ER MD,9989.0
4052,SH 2581 Sam ENT Relocation,1333365.89
4055,ECH LG Monitor Installation,6757.0
4058,ECH LG Lab - Misc Work,3526.0
4062,ECHLG Ceiling Tiles- Med Surg,50288.0
4063,ECHLG Med Rm 1023 Install Dial,68103.0
4065,ECHLG Patient Rm 1020 Proj 3,20834.0
4066,ECH LG Ortho Breakroom,48031.0
4067,ECHLG Convert Rm 1012 to Patie,46629.0
4068,ECHLG Clinical Rm IC Flr Drain,1844.0
4073,ECH MV Xstrahl 200 Install,75855.39
4074,IHC FMC Backup Battery,18369.0
4076,DH NICU OneWorkPlace Assist,1033.0
4077,ECHLG Central Supply Locker In,867.0
4078,ECHMV OR Storage Rm Conversion,77435.0
4079,ECHMV PPF & PT OT Office Sound,5145.0
4082,Maple Conference Room Furnitur,43527.0
4084,ECH LG MD Sleep Rooms,6992.0
4086,SH 701 Remove Doors Admin Rec,190813.0
4088,SMSC OR 1 Continuous Hinges,5286.0
4089,LPCH MD Lounge Window Replacem,16488.0
4090,ECH MV WO#693383 Install Table,2012.0
4091,ECH LG Med/Surg Rm 1045,8869.0
4094,ECHMV WO#685137 2660 Solace Pl,712.0
4096,ECHMV WO#653024 SS Barrier Ktn,6453.0
4097,ECH MV WO#668785 Sobrato 1F66,5972.0
4098,DH 1125 Ceiling Damage,5814.0
4099,LPCH Main 2107 Family Room Lea,42250.0
4100,CCSC Voluntary ADA Restrooms,122718.0
4101,LPCH 2748B Toilet Leak,57000.0
4103,2400 Samaritan Ste1 TI Allowan,41249.0
4107,SJMC IT Infrastructure Refresh,11377447.09
4108,LPCH Room 3610B leak,78500.0
4109,PAMF Danville Convert Offices,241550.08
4111,PAMF Paver Repair WO#58089,39762.0
4112,ECH LG Ortho Nourishment Rm,37521.0
4113,ECH MV Engineering Misc,6351.0
4114,DH 1118 Containment,635.0
4116,LPCH 730 Opthalmology Temp Bar,11113.0
4118,PAMF Dublin Sleep Lab Relocati,356196.44
4119,SH 301 OSF Varian Bravos HDR,191826.91
4120,ECH LG Ortho Rm 1006 Dialysis,17918.0
4121,795 ECR Cabinet Reface FM,452252.29
4122,DH Loop 18 Upgrade,41069.0
4123,LPCH Temporary Locker Room,59909.0
4125,LPCH Main Garage Mech Rm Leak,9169.0
4126,LPCH Kitchen Disposal Leak,23149.0
4128,LPCH Space Suit Display Case,5118.0
4130,SMSC Elastomeric Coating,676041.0
4131,LPCH West Lighting Control Sys,351079.0
4132,DH Oncology Ctr Chemo Hood,21530.0
4133,SMSC OR #6 Door Replacement,9944.0
4135,ECH LG Med/Surg Nourishment Rm,45770.0
4137,2581 3rd Flr Piping Replacemen,35643.0
4138,ECH LG Sterilizer Replacement,3048.0
4140,DH Hand Soaps Gels Wall Patch,14070.0
4141,"DH 2WOF, OR Flooring IC",15344.0
4143,DH ARU& Kitchen Speaker Strobe,15172.0
4144,PAMF Liberty Ste #420 NC Mods,21111.0
4145,ECH MOB Replace Fence 777 Know,12000.0
4146,ECHMV SPD Swap Ultrasonic Wash,4329.0
4147,IHC 1631 Willow St 1st Floor,15000.0
4150,"SH 701 ECR-Lab Data,Security",96725.0
4152,ECH LG Clean Assembly Room,18801.0
4153,LPCH 3510 Toilet Repair,55009.9
4156,DH Trauma Rm FSD Ceiling Patch,10305.0
4157,Dignity Sequoia CT Install,1383641.0
4158,ECHLG OPS Casework Replacement,23908.0
4159,Westgate Medical IT Refresh,216523.5
4160,AZ Gen. Litchfield Park IT Ref,57284.0
4162,PAMF 701 MRI Patient Lockers,5000.0
4163,PAMF 582 S Sunnyvale MakeReady,609622.0
4164,SH 795 Locker Rms Convert Exam,1270464.04
4169,PAMF WO47386 7600 OD CT Window,35315.0
4170,DH IDF 1B Concrete Core,1963.0
4174,RMC OR Water Leak Investigatio,4817.0
4177,ECH MV Fardig Assist Cat Lab,1739.0
4178,ECHMV Women Hosp Expansion Mis,22866.0
4182,Bellarmine Prep Bottle Fillers,0.0
4183,IHC 1333 Restroom 113 Flooring,10110.0
4185,LPCH Main Lobby Brick Repairs,5014.0
4186,PAMF Fremont 2S206 & 2S208 End,337561.32
4188,DH Pharmacy Refrigerator Ancho,4252.0
4190,ECH MV WO#693784 ED Install DC,1419.0
4191,ECH MV WO#685403 ED Replace Fl,8162.0
4192,ECH MV MBU Nurse Station Shelv,890.0
4194,DH Pharmacy Break Rm HVAC Inve,796.0
4196,SCU-Leavey Parking Lot Bio Mod,19958.0
4198,DH Deco Guard OR Corridors,36246.0
4199,ECH LG Med Gas Tie-In,10000.0
4200,RMC OR Leak Repair,14702.0
4201,ECH MV WO#690222 Relocate Care,735.0
4202,ECH LG Med/Surg Breakrm Locker,4260.0
4203,ECH LG 700 W Parr ADA Ramp,2084.0
4204,ECH MOB Sobrato Ste545 UPS Sys,2987.0
4205,ECH MOB 285 SouthDr DryRot Rep,4509.0
4209,2400 SamaritanDr Drywall Patch,6646.0
4211,SH 15400LG Lab Dept Door Mod,117028.96
4215,PAMF 333 Distel-Noise Transfer,36381.0
4219,DH DECC Building Temp Generato,76469.0
4221,West 3504 / 3506 Sink Backup,59942.0
4223,DH OR #5 SS Wiremold,5713.0
4227,DH AHU 19 Replacement Project,135629.1
4229,PAMF CV Eyewash Removal,2551.0
4230,DH 21340 E Cliff Sawcut,555.0
4233,DH SPD Deco Guard,7960.0
4235,ECH LG TV Monitors Install,51689.52
4237,ECH MV WO#701093 Seismic Ancho,3359.0
4238,2506 Samaritan ORs 1-3 Outlets,180363.0
4241,DH EF-10 Motor Lift Assistance,880.0
4242,LPCH 730 Welch Woodpecker Dtrt,4120.0
4244,DH GME 1st Flr Open Offices,374714.0
4247,DH SPD and ICU Containments,12493.0
4248,ECH LG Rehab Ice Machine,9449.0
4249,ECHMOB 777 Knowles Misc,5126.0
4250,ECH LG Endo Medidator,4326.0
4252,SMSC Pharmacy Freezer Anchorag,2015.0
4254,SLRH Restore COVID Freezer Rm,14209.0
4256,ECH MVNew Main Hospital-NC Upg,498199.96
4257,TM RMC IC for FSD Replacement,22083.0
4258,ECH LG ER OR Floor Sink Leak,33363.0
4259,795 ECR ASC (2) Steris Amsco,10000.0
4261,ECH LG OR heating water supply,5925.0
4262,ECH MV Install Specimen Bins,1669.0
4263,ECH MV ED Triage Nure Station,2417.0
4266,PAMF 701 MV Kitchen Eq Replace,115330.03
4267,2581 3rd Flr. Lab Pipe Repairs,30000.0
4268,LPCH 3524 Rain Leak,113966.83
4271,DH OR 3 Electrical Upgrade+OR8,298418.0
4276,CHOMP Cleanouts,20000.0
4277,RMC Maple Conference Room Refr,13510.0
4280,SMSC Conference Room Leak,8208.0
4281,ECH MV MBU Water Leak Repairs,3359.0
4282,ECH MV Fardig Assist Cathlab P,5484.0
4283,ECH LG Canvas Canopy,3027.0
4285,ECH MV WO705459 PACU Broken Dr,682.0
4286,ECH MV Misc Work MBU,11385.0
4288,ECH MV Melchor 2/3 Flr Lobby D,15486.0
4289,IHC 1631 Willow Ste102 DoorSwg,1300.0
4293,ECH LG Concrete Sawcutting,4348.0
4296,ECH MOB Sleep Ctr Refresh #305,41522.0
4298,ECH LG Engineering Misc Work,5645.0
4300,SVMH Permanent Bulk Oxygen Sup,793675.61
4301,LPCH - West 270 Leak,36898.84
4302,LPCH 777 Roof Leak B4,100230.09
4306,DH Endo Ceiling Water Leak,7416.0
4307,DH Dishwashing Wall Access,2445.0
4308,PAMF 3035 Main St. Receptacle,23351.0
4309,PACU Nourishment Final Costs,3233.0
4310,ECH LG Rehab Ctr Skylight Roof,1973.0
4311,SMSC OR Flr & Cabinet Replacem,509065.39
4312,SMSC Patient Rm & Nourish Refr,87081.28
4313,SMSC 2nd Flr Addl Security,61995.0
4314,SMSC Dr's Sleep Rooms,61285.0
4316,ECH LG Med Surge Clinical Nurs,10484.0
4319,IHC Wellness Center Roof Leak,1383.0
4321,ECH MV WO 703971 LPCH Broken H,827.0
4322,ECH MV WO 703149 Taube Replace,641.0
4323,ECH MV WO703427 Rpcl Trim CW,641.0
4324,ECH MV WO 699778 Info Desk Lks,641.0
4325,ECH MV WO699256 Cedar Bldg Rek,1828.0
4326,ECH LG ICU Wall Protection,1765.0
4327,ECH LG Registration Flr Replmt,3916.0
4328,ECH LG Ligature Bath Misc,7216.0
4329,ECH LG Front Lobby Benches,3614.0
4332,DH Rad TBar & Sleep Rm Steam L,6474.0
4334,BTM Santa Clara Office TI,1527927.0
4335,ECH LG PPI Staff Restrm Repair,6179.0
4338,DH MCH Curtain Wall Repairs,212795.0
4339,DH OR Corridors Flooring Conta,17422.0
4340,ECHMV Eng Assist Bunker Replac,14010.0
4342,DH Strobe T Tap,1012.0
4343,SMSC Waterproof Admin Windows,10919.0
4345,PAMF 401 Sunnyvale Mobile MRI,4100.0
4347,PAMF 550 Watsonville E-Pwr Loa,2660.0
4348,SCU Adobe (Kitchen) Remodel,2486282.73
4352,PAMF 26 Rancho WIC/Ophthalmolo,171585.17
4354,DH Room 2110 Plywood at Window,622.0
4358,DH MRI Trailer Fencing,4928.0
4359,ECH MV 1923 MV Pharmacy Upgrad,18299.0
4360,ECH LG Lab Emergency Shower,26475.0
4361,SMSC Janitor Closet Remed Demo,10260.0
4364,ECHMV WO#707777 Partition Door,7760.0
4365,ECHMV WO#707719 OP Pharmacy,4192.0
4366,ECHMV WO#701165 MBU CW Key Lks,612.0
4367,ECHMV WO#694221 Relocate Secur,4040.0
4368,ECHMV OR Install Freezer New,4624.0
4370,GSH New Doors Admin/Conf Rm,63908.0
4371,PAMF 2907 Chanticleer Hopper,12428.0
4372,ECH MV OR Change FR Door Jamb,11702.0
4373,ECH MV MBU Seismic Anchor Refr,10818.0
4374,ECHLG Cancer Ctr Assist w Data,5023.0
4376,ECHMV LPCH Seismic Anchor Shel,2401.0
4377,DH Rad Crash Rail & Corner Gua,2136.0
4379,DH Rad Wave-to-Open Sensors Co,3917.0
4380,DH Admin Wall & Base Damage,3590.0
4381,DH OR Scrub Sinks - Phase 1,32706.0
4382,SMSC Pharmacy Hood Replacement,100121.0
4384,DH Rad Drywall Repair,3959.0
4385,ECH MV Imaging Waiting Refresh,60416.0
4386,PAMF 201 Old SF Make Ready,2014299.15
4388,ECH LG Misc Work - Ricky,46864.0
4390,ECH MV ED Casework Replacement,2610.0
4391,ECH MV 701319 OR Blackout Shad,952.0
4392,ECH MV 705238 Library Refresh,20144.0
4394,ECH MOB 285 S - Water Damage,2856.0
4396,DH 2nd Flr Dr Lounge Containme,3752.0
4397,ECH LG Bike Locker,1762.0
4398,ECH MV LPCH Relocate Kronos TC,703.0
4401,ECHMV Make Ready Supply Pyxis,2433.0
4402,ECH MV 1C Nurse Staffing Offic,40657.0
4403,DH OR Small Wall Repair,2305.0
4404,PAMF2025 Soquel Elevator Lobby,6809.0
4406,ECH MOB 625 Lincoln PIV Condui,35146.0
4407,DH NICU Scrub Sink Removal,7735.0
4408,ECH LG Imaging Water Leak,3870.0
4410,DH Katz Cancer Center T.I.,11294.0
4413,DH Duct Detect 17-37 Serv Call,1380.0
4414,DH NICU Cabinets,40979.0
4415,SMSC Kitchen MUA Replacement,139450.26
4416,SMSC Overflow Drain Clarifier,5062.0
4418,GSH MBU Suites Project,115536.37
4419,ECH MV Imaging Trailer Mobiliz,12533.0
4420,DH 1101 Containment for Abatem,2113.0
4421,ECH LG Visitor Restrooms Refrs,62221.0
4422,LPCH West Pharmacy BSC,26533.0
4423,IHC 1631 Willow St Inspection,5372.0
4426,ECH MV Supply Pyxis Upgrades,81242.15
4428,RMC 227 Connected Clasroom,12498.0
4429,ECH MV WO#710597 COO Office Rf,26277.0
4430,ECH MV WO#710531 Rplc Lock Plu,523.0
4431,ECH MOB 205 S Gutter Install,4078.0
4432,795 PA Feasibility OSHPD 3 Con,43592.0
4433,ECH MOB 2460 Sam IT Assistance,7395.0
4437,701 MV Feasibility OSHPD 3 Con,43592.0
4438,Fremont Feasibility OSHPD 3 Co,34775.0
4439,301 Old SF Feasibility OSHPD 3,22007.0
4440,401 Old SF Feasibility OSHPD 3,16849.0
4441,301 San Carlos Feasibility OSH,22007.0
4442,DH OR 6 Purchase Scrub Sink A,9921.0
4443,DH OR 6 Purchase Scrub Sink B,9921.0
4444,DH OR 6 Installation Scrub Sin,8079.0
4445,DH OR 6 Installation Scrub Sin,8079.0
4446,DH OR 7 Purchase Scrub Sink A,9921.0
4447,DH OR 7 Purchase Scrub Sink B,9921.0
4448,DH OR 7 Installation Scrub Sin,8079.0
4449,DH OR 7 Installation Scrub Sin,8079.0
4453,Wellness Storage Shed Infant D,27922.0
4454,SMSC Janitor Clst Emgry Repair,80124.0
4455,ECH LG OR 2 & 3 Monitor Additi,95792.0
4464,ECH LG Ortho 1005 Dialysis,23720.0
4466,ECH MV WO#710795 Sobrato Neptu,14686.0
4468,ECH MV MBU Corridor Water Leak,5488.0
4469,Sequoia IT Infrastructure Refr,30446.22
4470,ECH LG OPS Brk Rm New Flooring,16304.0
4471,RMC Dishwasher Water Supply,1326.0
4472,DH Containment 1st Flr ICU Cor,9948.0
4474,DH 3050 Paul Sweet Misc Repair,2986.0
4475,ECH MV #712407 Security Sf Anc,834.0
4476,ECH MV ED Wall Guards Protecti,746.0
4477,ECHMV #713062 Willow SeismicBr,3867.0
4478,DH Pharmacy Hood Repair Suppor,4512.0
4479,ECH LG ED MD Sleep Rm Relocati,20713.0
4481,ECH MV #699279 Oak Cancer Ctr,1873.0
4483,Dignity Glendale ED IT Refresh,57817.0
4484,Dignity CRMC IT Refresh,6899929.95
4485,Dignity Mercy Gilbert IT Refrs,3237608.51
4486,LPCH VIP Lounge Leak Repair,16973.0
4487,DH Rm 1124 Containment,3636.0
4488,DH PBX Relocation & New Comp,640120.44
4491,ECH LG Rehab Shower Repair,7388.0
4493,RMC Boiler Room Fire Proofing,9480.0
4494,ECH MV WO #712046 Cisco Smart,2557.0
4495,ECH MV Willow Lounge Water Sup,7392.0
4496,ECH MV WO#712832 Taube Misc,725.0
4497,ECH MOB 2460 Samaritan IT Assi,3754.0
4502,LPCH 1621 Family Lounge Leak,525092.62
4503,DH Upcharge for OR6 Scrub Sink,1944.49
4504,DH Upgrade for OR7 Scrub Sink,1944.49
4505,DH Old HIM New Double Door,25075.0
4506,#714041 Temperature Probes Ins,6110.0
4507,#714231 Taube Install Splash,3817.0
4508,#712853 Lab Install Window Mul,2426.0
4509,LPCH Leak 3610A Handwash Sink,35000.0
4510,DH Ductwork Demo (4338),3241.0
4511,ECH MOB 320/340 Dar French Dra,17085.0
4516,DH Drain Clean Out Repair,4504.0
4518,DH Demo OR 3 Scrub Sink (4381),14645.0
4519,ECH MV 714615 Seismic Brace Bl,844.0
4520,ECH MV 714824 Bench Install Bu,953.0
4521,ECH MV OP Pharmacy Seismic Anc,2054.0
4522,ECH MV 714408 OR Install Pre-C,2229.0
4523,ECH MV 691018 ED NourishmentRm,14414.0
4524,SMSC Main Sewer Pipe Repair,62771.0
4526,DH 2 West Water Containment,655.0
4528,DH Containment Courtyard Door,2154.0
4529,Art Sculpture at 770Welch Bldg,194426.0
4531,SH Fremont OBGYN Conversion,526522.84
4533,ECH LG Temp Relocate Container,7501.0
4534,DH OR 7 Wall Drain Damage Repa,7193.0
4535,PAMF 701 ECR Eyeclick Projecto,4999.0
4540,PAMF Fremont PreCon OSHPD3 Con,226097.78
4541,PAMF 301 San Carlos PreCon OSH,55512.24
4544,PAMF 301 SC Feasibility Chem A,23622.0
4545,PAMF 795 PA Feasibility Chem,23622.0
4546,PAMF Fremont Feasibility Chem,21083.0
4547,PAMF 2025 Soquel Feasibility,23622.0
4548,PAMF 4050 Dublin Feasibility C,21083.0
4549,PAMF 701 MV Feasibility Chem,23622.0
4550,PAMF 15400LG Feasibility Chem,21083.0
4551,PAMF 301 Old SF Feasibility Ch,23622.0
4552,PAMF 1950 Unversity EPA Feasib,21083.0
4553,PAMF 2581Samaritan Feasibility,23622.0
4554,ECHLG Water Leak Med Surge Cor,7635.0
4556,LPCH W.GarageSeismicEvaluation,99309.0
4557,ECH MV #710253 Oak Cancer Time,641.0
4561,20055 Lake Chabot Rd Feasibili,43919.72
4562,ECHLG Seismic Anchoring & Misc,2155.0
4563,SVMH 212 San Jose 2nd Flr Ligh,741979.0
4565,ECH LG Engineering Misc,15368.0
4566,DH Paint Dose Admin TG005,1873.0
4567,PAMF 201 SV Leak Repairs,39237.0
4568,DH Air to Back of Sterilizer,76895.0
4572,MMH 2000 Building Waterproofin,436657.0
4574,PAMF 3595 MD 3rd Floor OB Expa,96108.0
4577,DH -PurchaseMain Hospital Shed,7250.0
4578,DH - Install Main Hospital She,6662.0
4580,ECH LG EVS Lounge Mechanical,13150.0
4581,SRDH San Martin IT Refresh,3600945.7
4582,SRDH Siena IT Refresh,5162029.41
4583,SMSC Propane Tanks,83789.31
4585,PAMF - New Window in Door RFQ,3730.0
4588,ECHMV GF66 Data Cabling & 1F66,1661.0
4589,ECHLG Ortho Med Rm Medical Upg,5912.0
4591,ECHLG Dialysis Designated Circ,9037.0
4592,PAMF 201 OSF Rd Sewer Leak,21381.0
4594,DH OR 2 Equipment Boom,137599.0
4596,ECH MV #712324 Morgue install,2222.0
4597,ECH MV 702587 MBU Install Pape,1371.0
4599,ECH MV Install Steris Preklenz,3742.0
4600,ECH LG Clean Room Shelving Ret,4449.0
4601,ECH LG Med Surg Mechanical Upg,10131.0
4602,ECH LG ED&ICU Nurse Call,50204.0
4603,4348 BLD Permit Fees Reimburse,3461.51
4605,795 ECR Feasibility Walgreens,48812.0
4606,MOB 825 Pollard Misc.,17005.0
4610,ECH MOB 625 Sobrato Baby Chang,7636.0
4611,ECH MV LPCH New Range Hood Ins,2643.0
4614,SH 160 Green Vall Rd Ste 202,138729.27
4615,DH Lab Refrigerator Anchorage,6552.0
4622,ECH LG Miscellaneous Work,18640.0
4623,LPCH-MainORTempTrackOutletsPt2,30000.0
4626,PAMF 2950 Research Prk Truncat,4640.0
4627,SMSC Cap Drain for Old Humidif,10763.0
4628,ECH MOB SVMD Clinic @700 W Par,8173.0
4629,ECH MV 671669 ED Instal Hush C,1980.0
4630,4524,4793.0
4631,ECH MV 718731 Repair Drawer La,2131.0
4632,ECH MV 718699 Repair Drawer,3161.0
4633,ECH MV Sobrato IT Training Rms,4286.0
4634,ECH LG 700 W Parr Rplc Damage,1190.0
4636,LPCH MD Lounge 3 West Camera,17114.0
4640,PAMF 3031 Main St Chimney Repa,19631.0
4642,ECH MV Auto Doors Sobrato Wome,3586.0
4643,ECH MV 708008 Staff Lounge 3C3,1574.0
4644,ECH MV711984 Melchor S 302/310,4147.0
4645,ECH MV Willow Pavilion Door Re,2421.0
4646,DH Water Shutdown Assist,34948.0
4647,DH Public Showers Containment,4140.0
4648,ARU/Registration Flood,64470.0
4649,ECH MV 719848 Main MedRm 3B324,1171.0
4650,ECH MV 717961 Patch & Paint Ma,2424.0
4651,ECH MV 719156 Install Thermome,3560.0
4652,ECH MV 716359 SplashGuard Main,1558.0
4653,ECH MV 703487 ED Install NewGl,9006.0
4654,ECH LG Install Locker Lab Staf,1995.0
4655,ECH LG Ortho Water Closet Repa,4250.0
4656,DH Additional Exhaust Decontam,21854.0
4658,"ECH MV 720104 Main,3B Nurse St",1303.0
4659,ECH MV 720116 Bench 125 South,4997.0
4660,ECH MV 716000 Sobrato 1F746 Pa,2588.0
4661,ECH LG MBU Casework Glides Rep,1802.0
4663,ECH LG Staff Lounge Renovation,15536.0
4664,ECH LG MedSurg Main Ceiling Re,2342.0
4665,ECH LG MedSurg Rm1053 Rplc Win,1694.0
4666,ECH MOB Fire Extinguishers 625,10636.0
4667,DH Descope Dietary Project,86823.0
4668,DH IT Infrastructure Refresh 2,740173.0
4669,MPEC (3) Endodry Storage Cabin,81017.0
