Account,Account_Num,Account_Description,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01
6050,6050,401K/PSP - Indirect,,,,,,,,230.77,307.69,307.7,307.7,-1153.86,2307.63,2634.16,461.52,2076.84,,32.0,192.0,144.0,160.0,164.5,162.5,-8335.15,160.0,23467.72,1316.8,369.19,575.38,896.37,639.1,632.98,637.06,641.14,652.36,-29988.1,1030.7,1212.68,21097.0,2013.48,3569.13,1727.22,1278.36,1292.75,1270.68,1270.68,2041.48,-37804.16,1544.6,3979.42,1547.6,1546.1,2313.89,1608.6,1601.06,1619.1,1947.06,1933.22,2830.17,-22470.82,13859.71,4910.63,1842.44,1997.79,2966.75,2030.76,2073.1,2044.64,2061.56,3098.11,2061.56,-38947.05,9172.85,2909.83,2338.48,3507.72,2348.13,2382.27,2311.57,2400.08,2400.08,4024.2,2670.29,-36465.5,3211.45,2649.63,2786.07,3365.4,2703.87,2959.98,3071.2,2215.57,3029.65,2630.03,3200.06,-31822.91,4628.52,3284.68,3836.64,3392.38,3574.51,4500.11,3470.86,4415.42,4886.7,3873.95,4279.33,-44143.1,3601.26,3492.44,4365.55,3592.44,4660.72,3799.68,4111.16,4947.15,3804.69,5239.23,4773.58,-46387.9,9022.42,4364.69,4430.96,4217.67,5480.68,4319.69,4303.24,5406.14,4349.33,5526.46,4256.35,17712.84,1108.15
6060,6060,Depreciation,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,1333.0,,,,3623.0,-4956.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,24532.81,24532.81,24532.81,25290.44,26048.08,27155.9,27698.34,27007.39,27088.4,26795.86,26503.31,0.0,
6070,6070,Vehicle - JVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.95,499.49,371.83,-944.27,1030.38,1176.76,2960.93,473.19,467.31,2572.05,662.2,255.29,434.43,561.16,635.52,477.85,
6071,6071,Vehicle - LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.67,,,-171.67,,,,,,,,,,,,,
6072,6072,Vehicle - JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.63,157.93,261.45,467.89,282.36,315.71,912.36,190.57,295.69,361.43,200.93,,
6073,6073,Vehicle - AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149.82,721.84,890.96,1119.83,841.34,1078.51,1282.15,1031.0,985.27,868.18,
6074,6074,Vehicle - AGM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.97,185.5,354.94,175.99,202.53,467.85,208.09,561.48,,,
6075,6075,Vehicle - DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.3,2038.54,1671.71,674.21,348.38,1485.98,861.75,422.55,,,,
6076,6076,Vehicle - RR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8994.17,142.89,971.83,395.67,800.43,661.75,654.34,799.78,1039.08,553.68,
6080,6080,Vehicle - field,,,,,,160.0,,1896.08,1368.14,1907.19,2772.03,-8103.44,1776.97,3281.43,3631.0,1214.17,1744.45,5300.05,1525.83,5303.5,5174.23,2985.97,4553.61,-36491.21,8582.2,2203.08,1662.03,5547.26,5382.84,5027.0,2424.52,1994.9,5687.63,2143.16,4569.9,-45224.52,3029.9,4060.78,3776.71,4359.01,3660.6,3612.97,3969.78,7090.14,4009.91,2944.41,2964.99,-43479.2,3775.59,4088.05,2295.62,2354.0,7941.99,2280.29,2547.73,2385.54,3029.19,3433.08,3764.85,-37895.93,943.72,1532.86,3412.7,2089.79,2954.63,2590.88,2907.69,2465.55,2943.32,3877.61,2455.79,-28174.54,2841.49,2723.53,3919.97,5014.78,11996.67,3963.9,4961.26,4121.24,5634.88,5588.48,7742.02,-58508.22,5252.83,7603.4,4891.13,8351.68,3967.69,7598.51,6919.34,12457.1,7727.91,4977.77,5347.94,-75095.3,4083.46,6747.85,6749.19,6398.14,5541.03,5853.79,7455.01,7359.88,7346.87,7489.76,5904.12,-70929.1,5865.63,4739.93,8044.84,7563.52,7669.47,6249.6,6346.84,4752.56,6209.94,11753.1,6773.38,-75968.81,13744.46,7433.84,4210.45,7131.98,10195.13,8181.01,8592.71,7250.94,15159.45,8314.66,6100.14,4868.45,726.95
6082,6082,Vehicle - AM,,,,,,,,,,,,,,196.3,307.7,397.27,316.9,591.04,286.3,352.47,369.78,403.57,279.01,-3500.34,341.94,366.24,337.09,296.06,402.39,305.23,392.64,306.62,3737.02,213.79,282.45,-6981.47,448.48,231.53,420.2,524.35,270.53,517.84,383.7,555.93,,,,-3352.56,274.18,440.77,529.31,507.6,581.52,330.39,502.51,1385.16,643.61,613.2,851.96,-6660.21,362.46,483.45,327.88,342.06,372.74,443.19,659.14,373.14,1264.71,326.13,318.38,-5273.28,459.38,1185.09,359.92,2256.86,314.3,903.27,610.95,788.02,967.8,550.87,857.43,-9253.89,459.68,727.49,563.55,852.39,559.74,457.46,1018.59,549.71,286.52,335.39,4854.48,-10665.0,-3836.45,985.01,812.1,704.61,509.69,218.99,254.11,321.69,284.61,375.9,292.09,-922.35,1019.71,495.13,421.71,480.21,562.04,80.43,899.27,621.45,592.05,740.48,580.06,-6492.54,1086.34,575.06,621.1,1043.5,849.9,961.25,620.11,527.26,1356.74,210.38,309.83,1758.22,
6083,6083,Vehicle - AMF,,,,,,,1788.5,424.94,348.99,194.14,117.17,-2873.74,321.96,188.92,217.73,169.79,466.3,248.27,257.09,285.47,246.86,219.24,296.15,-2917.78,394.45,169.78,250.33,311.81,534.15,206.78,172.75,282.3,956.2,265.01,284.0,-3827.56,358.0,355.0,30.0,94.56,5934.23,1082.14,381.85,,284.06,113.63,323.48,-8956.95,211.36,655.24,67.58,682.57,933.95,748.94,674.33,616.09,557.06,880.63,771.36,-6799.11,736.3,765.89,604.69,353.39,188.69,237.52,413.47,369.64,439.37,669.19,605.31,-5383.46,535.33,1131.73,1289.93,475.17,555.16,1602.0,685.81,659.05,1074.06,377.83,221.64,-8607.71,1597.61,381.07,847.43,394.94,281.23,434.81,528.41,391.18,578.71,516.7,1441.22,-7393.31,60.0,839.18,6890.26,606.49,175.89,243.57,169.75,169.15,278.76,285.37,304.46,-10022.88,810.0,237.63,245.75,150.0,3072.95,170.0,180.0,85.0,240.33,424.7,326.42,-5942.78,846.85,284.65,337.69,310.0,280.0,975.1,305.33,163.7,74.04,166.98,80.73,152.71,
6084,6084,Vehicle - ADG,,,,,606.1,770.02,294.65,358.04,366.26,342.32,310.22,-3047.61,622.03,408.9,361.86,399.15,757.14,285.81,181.71,169.47,177.98,189.5,180.78,-3734.33,409.67,201.35,205.96,192.73,449.77,273.89,137.02,256.52,143.34,285.66,136.32,-2692.23,269.1,227.01,2271.12,194.82,589.37,236.92,327.75,334.09,326.6,315.56,321.36,-5413.7,376.86,254.86,372.3,720.65,257.06,355.09,393.32,252.26,251.48,360.27,265.0,-3859.15,158.17,239.76,248.51,690.92,209.76,500.37,271.12,241.74,290.0,307.24,243.89,-3401.48,477.46,258.85,337.7,918.39,262.52,397.87,281.82,294.25,1839.34,347.34,457.85,-5873.39,554.52,787.18,602.0,885.83,654.99,569.89,563.9,557.56,3313.6,496.28,654.76,-9640.51,442.45,262.38,433.81,386.38,325.83,434.84,286.6,507.67,351.61,985.59,307.76,-4724.92,697.96,474.64,559.08,536.82,296.59,483.79,278.42,273.44,378.51,1855.79,218.75,-6053.79,2060.04,189.96,408.83,212.41,311.64,304.93,379.14,280.32,294.24,436.61,956.21,,
6085,6085,Vehicle - MFF,,,230.0,298.01,289.03,456.75,289.02,264.02,179.01,141.24,127.01,-2274.09,931.83,424.85,250.96,282.58,172.72,1335.66,242.85,188.38,232.65,329.93,234.71,-4627.12,305.06,192.9,138.86,276.41,326.31,284.6,383.52,562.83,285.15,870.58,262.18,-3888.4,280.94,294.77,287.88,488.49,343.13,255.75,179.26,90.76,257.36,810.05,292.94,-3581.33,275.84,383.16,288.41,398.94,470.42,298.15,463.25,347.15,334.87,645.85,570.09,-4476.13,335.98,313.16,231.1,1534.29,131.23,205.36,497.0,1176.75,372.41,365.91,377.94,-5541.13,308.85,812.92,364.24,619.92,381.98,362.13,469.89,396.66,1031.23,454.15,539.61,-5741.58,1086.1,451.88,806.02,680.24,674.31,563.71,724.12,879.01,627.4,1155.11,682.7,-8330.6,73.85,577.93,361.72,549.11,6428.28,592.15,529.02,660.93,587.32,639.68,629.1,-11629.09,428.3,603.55,1510.38,389.34,760.78,1667.25,656.0,421.3,3382.9,323.12,604.9,-10747.82,550.97,487.41,1203.44,634.41,817.62,1394.8,632.44,1741.46,564.14,683.37,490.81,640.41,
6086,6086,Vehicle - RET,32.38,365.84,1016.81,1705.09,1472.91,792.96,634.02,205.03,328.84,245.43,1938.48,-8737.79,340.74,327.51,425.39,595.57,447.83,235.18,657.72,766.57,540.76,1190.3,286.69,-5814.26,258.75,260.83,505.09,3145.27,1388.09,1316.12,386.37,1834.96,741.31,509.2,651.48,-10997.47,750.85,645.05,1003.38,562.58,572.63,1062.39,551.92,531.91,821.13,1102.55,662.25,-8266.64,2546.47,936.84,2768.74,911.01,567.35,603.87,898.03,844.27,4047.01,3179.08,825.68,-18128.35,2919.39,678.56,780.83,917.88,2608.13,1046.82,569.26,1151.36,645.48,1787.7,1930.24,-15035.65,780.22,777.38,2327.26,1517.86,884.41,3506.85,830.88,1697.96,483.41,1348.55,1086.02,-15240.8,1297.9,865.31,488.69,3567.16,1420.54,1244.3,1164.91,1748.67,3029.38,546.03,13354.73,-28727.62,520.45,4965.92,3122.26,3167.29,1470.43,2581.15,1148.64,5913.85,377.07,1014.75,740.47,-25022.28,7075.41,2504.42,5886.71,1314.05,933.99,1586.89,1323.24,2366.09,2553.9,1226.03,1137.19,-27907.92,810.17,833.95,976.34,903.14,887.89,914.56,1107.95,1804.18,12801.08,570.14,3875.14,2452.46,
6087,6087,Vehicle - RJG,,,50.0,,,1041.46,190.0,,71.31,,,-1352.77,,,,,,,,,,,,,,,67.08,,,,,,,51.0,22.41,-140.49,92.41,582.5,952.81,,748.47,561.78,3131.44,3855.01,196.31,370.71,125.75,-10617.19,2022.52,58.15,222.25,95.0,1253.4,128.09,64.77,184.32,1006.25,623.48,188.18,-5846.41,217.97,117.92,24.95,127.01,890.76,273.2,2756.54,71.42,51.5,1586.89,145.97,-6264.13,135.4,89.86,282.02,2672.85,1133.95,278.17,179.45,311.41,349.8,34.95,431.51,-5899.37,34.95,290.17,188.83,248.95,1446.51,2602.39,76.95,5977.88,314.95,872.88,408.85,-12463.31,1427.8,912.97,1363.35,2786.33,146.96,1151.22,1016.73,948.84,1148.66,132.38,,-11035.24,664.63,1413.1,278.44,3627.78,16.98,1665.34,4853.72,670.18,2460.54,1337.1,1618.1,-18605.91,5906.39,1306.27,1003.98,513.15,14819.74,732.19,1782.27,5981.09,234.13,916.65,402.81,1721.4,
6088,6088,Vehicle - GBB,,363.38,31.81,217.33,285.18,267.68,742.24,282.91,260.03,523.56,156.39,-3130.51,206.64,283.01,223.97,244.01,302.12,312.89,323.43,456.63,225.5,222.64,306.47,-3107.31,173.2,303.09,227.84,253.85,145.83,142.82,189.54,301.31,137.36,115.33,711.43,-2701.6,134.08,593.28,187.53,,1290.0,290.0,85.0,40.0,93.5,98.0,178.02,-2989.41,61.05,42.51,155.66,834.34,279.8,42.42,68.65,58.91,17.0,20.52,61.25,-1642.11,1930.54,72.01,67.5,42.27,0.55,246.24,105.1,63.3,106.48,10.29,46.34,-2690.62,45.57,45.58,45.28,79.26,303.71,100.98,85.01,89.99,116.0,85.99,84.1,-1081.47,2250.84,24.99,182.02,232.0,192.32,479.76,280.16,105.99,175.97,172.99,201.0,-4298.04,1790.96,1103.11,465.9,,91.63,23.61,432.7,,,,732.99,-4640.9,,,,,,,,,,50.0,700.19,-750.19,74.99,,19.98,9.99,129.99,9.99,8109.85,-5255.48,9.99,9.99,613.53,11.47,
6089,6089,Vehicle - DDC,,,,,,,,,,,,,3327.66,260.71,696.18,1702.05,664.9,549.7,150.0,,,,125.0,-7476.2,,,,,54.21,351.55,388.9,287.36,364.87,322.95,342.09,-2111.93,405.63,426.35,531.44,332.31,408.17,59.41,-62.7,-350.13,-35.62,-201.08,-1.65,-1512.13,-145.67,-189.31,-140.72,-188.27,-26.23,-51.31,-249.46,-361.28,3141.41,-2777.93,843.43,145.34,1006.09,425.54,490.1,415.21,285.65,1207.08,1343.34,658.71,893.73,521.45,749.72,-7996.62,236.5,286.06,727.61,857.12,213.45,247.41,1022.91,1262.26,1072.46,417.82,133.0,-6476.6,1286.07,513.0,894.66,501.0,811.01,1005.66,1572.78,2087.82,1033.66,619.01,1190.0,-11514.67,22.51,1360.65,7958.67,1008.0,1825.76,1221.92,751.0,1005.91,958.01,844.91,1426.02,-18383.36,1127.77,738.0,1017.77,3809.73,1496.86,2228.11,1082.15,758.01,968.98,2872.11,1378.69,-17478.18,814.98,622.0,648.0,546.0,605.0,891.0,884.61,587.01,577.0,1464.0,,,
6090,6090,Vehicle - JPA,,,,,,,,,,,,,,,,,3600.6,725.44,600.54,112.35,505.9,339.32,399.28,-6283.43,443.49,319.89,574.66,857.22,954.72,534.25,421.22,476.36,595.1,535.09,721.11,-6433.11,671.16,479.33,860.3,675.58,1063.41,267.62,713.6,557.3,1132.04,1026.03,671.82,-8118.19,3212.15,448.54,563.42,825.51,592.57,3358.66,499.27,946.59,2504.9,537.19,584.39,-14073.19,1016.09,395.1,917.98,194.58,197.9,160.07,129.69,103.57,209.17,172.85,273.68,-3770.68,113.52,356.22,692.79,328.36,212.57,327.96,485.15,211.01,480.47,771.42,562.76,-4542.23,2921.23,289.48,756.52,212.73,267.15,679.9,505.4,390.82,680.82,533.94,592.64,-7830.63,150.0,501.92,2561.55,2489.75,1019.34,1811.02,1097.33,959.7,1316.06,1024.66,1199.54,-14130.87,5093.56,1158.02,1325.68,954.47,2439.34,2150.22,733.25,5706.9,766.86,1136.01,3741.52,-25205.83,3255.12,685.66,6382.08,14368.13,272.57,1272.04,1317.43,2093.35,1811.28,5197.53,1181.98,1213.59,
6091,6091,Vehicle - TR,,,,,,,,,,,,,,,,,,,,,,,166.45,-166.45,581.2,619.67,1370.41,832.15,661.95,583.75,552.95,880.92,1505.98,873.88,2001.67,-10464.53,833.3,685.08,663.9,1395.54,915.95,832.85,380.14,481.92,330.2,812.08,1056.34,-8387.3,733.98,489.15,465.8,943.71,2583.2,1024.4,350.65,1061.62,341.05,365.7,746.31,-9105.57,348.76,309.53,161.6,850.74,499.34,206.39,504.99,305.0,479.04,269.69,,-3935.08,74.95,160.8,744.51,237.31,281.45,,93.84,198.06,427.2,193.9,,-2412.02,,199.12,69.21,179.01,,252.43,139.99,575.51,635.7,182.33,93.92,-2327.22,,,156.36,309.07,832.66,800.36,677.39,1265.51,948.75,419.75,533.07,-5942.92,324.83,441.59,799.26,818.2,544.5,495.16,784.33,521.31,7500.26,1140.16,467.93,-13837.53,196.96,554.95,1705.01,394.38,770.21,1010.14,1308.74,608.9,659.24,574.61,550.21,456.14,
6092,6092,Vehicle - SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.49,386.34,-863.83,527.89,406.41,348.38,335.69,398.52,266.59,464.33,165.73,320.32,533.07,285.38,-4052.31,295.27,1029.3,470.74,593.32,1303.15,1179.41,361.68,603.86,590.72,522.65,762.45,-7712.55,399.95,1031.93,1600.57,709.89,372.33,884.44,511.84,524.65,481.53,724.67,456.69,-7698.49,405.71,4002.68,574.55,548.73,496.11,537.41,445.1,558.96,1654.68,582.46,640.68,-10447.07,1087.33,693.14,1342.04,705.71,652.05,646.29,780.01,2206.65,883.82,1698.54,945.16,-11640.74,132.3,561.93,716.59,1757.54,2969.85,2409.27,880.21,1247.62,1176.0,919.0,1157.55,-13927.86,12233.87,1149.17,552.89,424.4,467.43,536.45,593.32,420.54,919.02,1400.08,393.34,-19090.51,1027.24,1155.03,387.96,468.12,561.68,827.09,663.01,806.84,1170.03,1398.99,816.8,406.28,
6093,6093,Vehicle - JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.2,363.5,-1051.7,582.6,552.09,528.18,603.73,997.12,471.19,403.0,,,,,-4137.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,705.09,,221.21,20.95,575.66,195.5,472.53,332.48,-2647.42,402.8,204.23,291.74,214.54,370.99,521.22,422.57,633.28,373.84,418.44,320.81,-4174.46,321.59,329.13,394.48,424.88,766.78,621.43,735.56,269.96,329.21,156.26,,,
6094,6094,Vehicle - BK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.93,,,,,,,-68.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6095,6095,Vehicle - RH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.22,,,,,,-192.22,32.19,508.67,2368.39,4059.78,579.36,3180.41,493.4,272.83,636.71,349.14,299.86,-12780.74,164.27,345.6,718.85,372.43,3252.55,1329.32,323.55,463.95,4375.52,160.97,60.9,-11567.91,87.89,1389.1,316.68,286.06,8182.74,653.48,969.52,988.11,583.72,792.48,2012.29,619.49,
6096,6096,Vehicle - SM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.91,179.05,302.81,770.11,1221.74,1967.97,1063.29,-6083.88,796.52,878.84,678.88,857.04,931.47,1094.83,803.39,690.41,1108.37,759.11,749.62,-9348.48,571.06,646.45,895.32,105.27,216.15,210.3,219.51,504.89,326.47,613.27,257.15,167.75,
6097,6097,Vehicle - JW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.65,278.45,220.32,-797.42,,,,,,,,201.55,209.43,1371.72,196.63,337.73,
6098,6098,Medical Fringe Benefit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6099,6099,Vehicle fringe credit,,,,,,,,,,,,0.0,,,,,,,-240.0,,,,,240.0,,,,,,-403.85,403.85,,,,,0.0,,,,,,,,,,-2858.0,,2858.0,,,,,,,,,,,-8860.0,8860.0,-1092.0,,,,,,,,,,-1362.0,2454.0,-1092.0,,,,,,,,,,,1092.0,,,-1092.0,,,,,,,,,1092.0,-729.0,,,,,,,,,,,729.0,-3731.0,,,,,,,,,,-9109.0,12840.0,,,,,,,,,,,,-15709.0,
6100,6100,Equipment repairs,,,,,,,,,,,,,,,,,,5475.0,240.0,,,,,-5715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,1080.0,,,,,,-1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.16,,,,1647.75,,,,
6110,6110,Professional Liab Insurance,,,438.6,438.6,438.6,438.6,438.6,438.6,438.6,438.6,438.6,-3947.4,438.6,438.6,2177.35,2177.35,2177.35,2177.35,2177.35,2177.35,2177.35,2177.35,2177.35,-20473.35,2177.34,2177.34,,,,,,,59815.45,5619.15,5619.15,-75408.43,5619.11,5619.1,5368.39,5368.39,5368.39,5368.39,5368.39,3528.96,3528.96,3528.96,3528.96,-52196.0,3528.95,3528.96,5537.46,6331.96,6331.96,6331.96,4703.96,6894.98,5846.98,5227.94,5227.94,-59493.05,5934.73,5934.74,5807.14,5807.14,11614.28,,5807.14,5807.14,5807.14,5807.14,5807.14,-64133.73,5807.17,5807.18,5928.03,5928.03,5928.03,5928.03,5928.03,5928.03,5928.03,5928.03,5928.03,-64966.62,5928.03,5928.03,5850.66,5850.66,5850.66,5850.66,5850.66,5850.66,5850.66,5850.66,5850.66,-64512.0,5850.66,5850.66,7341.82,7341.82,7341.82,7341.82,7341.82,7308.49,7308.49,7308.49,7308.49,-77644.38,7308.49,7141.88,8440.39,8440.39,8440.39,8440.39,8440.39,8440.39,8440.39,8440.39,8440.39,-90413.88,8440.39,8440.39,9908.07,9908.07,9908.07,9908.07,9908.07,9908.07,9908.07,9908.07,9908.07,9908.07,
6120,6120,Tools and Supplies,,,3414.9,,228.36,546.29,65.82,,471.39,80.91,,-4807.67,284.69,4735.37,1241.51,820.74,-64.0,440.96,,4541.29,1084.44,2998.1,,-16083.1,677.95,2793.1,2180.14,1063.3,173.97,1687.31,139.13,135.95,,343.79,,-9194.64,115.79,1170.07,-1905.2,,204.19,,90.27,159.93,,289.03,242.41,-366.49,,30.45,7133.33,82.35,5360.58,1674.02,389.07,39.99,2649.46,,380.41,-17739.66,129.84,350.1,5618.72,4378.13,205.53,3404.38,968.35,3926.42,60.44,64.39,281.68,-19387.98,219.75,688.02,3343.41,1101.35,915.04,696.33,2134.62,3039.07,,,,-12137.59,-249.61,,,38.16,2118.43,1950.31,1255.41,1077.67,482.22,1716.38,266.74,-8655.71,1015.66,417.32,3373.16,1390.14,133.88,5025.98,3683.34,3643.84,3882.35,899.66,821.89,-24287.22,11841.78,1084.3,285.94,14218.25,1852.46,-750.23,8273.5,1841.9,5532.96,5470.63,7061.44,-56712.93,6528.45,5226.52,914.49,310.41,5769.45,5350.08,3959.05,1474.86,551.62,155.97,3511.59,7589.59,
6130,6130,Field apparel,,,5537.58,,,0.0,1699.61,1375.69,,276.0,1791.58,-10680.46,,,,1268.14,258.97,,329.6,911.89,,270.48,7308.45,-10347.53,21.74,,,,,,,102.0,9927.93,,,-10051.67,251.03,293.04,422.0,1316.52,1035.01,100.0,,109.24,,,,-3526.84,102.89,,,1946.75,11339.61,883.01,183.03,100.0,,100.0,,-14655.29,97.0,453.45,93.15,,,,185.22,,200.0,120.83,13613.27,-14762.92,,1862.8,,200.0,,100.0,,,302.62,439.77,200.0,-3105.19,,100.0,100.0,316.57,1110.25,200.0,100.0,6400.67,-123.37,,2820.04,-11024.16,,,300.0,100.0,615.22,45551.61,,961.31,,74.32,,-47602.46,,200.0,100.0,261.87,200.0,122.5,,100.0,100.0,,1856.19,-2940.56,1619.63,344.55,100.0,31813.93,,,,,,,,187.17,
6140,6140,Safety costs,,,,98.98,193.94,850.0,,,,202.75,,-1345.67,,,2886.0,193.57,136.0,311.0,193.57,,,354.0,,-4074.14,82.52,237.4,33.5,330.25,1078.88,989.1,157.5,,47.25,,,-2956.4,,,2403.25,70.58,28.85,267.9,54.4,27.0,120.87,,21.0,-2993.85,23.3,482.21,82.5,110.0,288.0,,6.0,77.45,,22.0,189.24,-1280.7,695.0,86.0,,250.0,16.0,2.0,4.0,,979.98,384.99,,-2417.97,412.0,,,886.0,-442.0,601.99,1042.0,562.99,1413.56,190.5,681.98,-5349.02,578.7,443.0,1081.0,4977.08,1098.25,635.0,272.42,1077.0,832.56,3844.26,1111.0,-15950.27,,722.0,2551.91,348.95,897.0,443.0,300.0,1180.0,,3023.0,1831.0,-11296.86,2817.35,6107.0,4003.38,7850.4,7753.64,1100.0,12264.91,5823.57,4001.08,3194.44,4253.0,-59168.77,5168.14,16618.56,3447.8,8976.66,7618.03,4415.48,11181.53,5451.91,2737.7,3858.72,9656.87,10418.89,
6150,6150,Personal property taxes,,,,,,,,,,,,,2485.57,,,,,,,,,,,-2485.57,,,,,,,2072.49,,,,,-2072.49,,,,,,,2829.3,,,,,-2829.3,,,,,,,1602.14,,,,,-1602.14,,,,,,,1557.5,,,,,-1557.5,,,,,,,1362.03,,,,,-1362.03,,,,,,,1278.97,,,,,-1278.97,,,,,,,,1223.12,,,,-1223.12,,,,,,,1172.27,,,,,-1172.27,,,,,,,,,,,,,
